POPULATION_NAME,FISCAL_YEAR,DEMO_GRP,TOTAL_CT,TOTAL_CT_ANNOT,SMHS1_CT,SMHS1_CT_ANNOT,SMHS5_CT,SMHS5_CT_ANNOT
Imperial,2021,R4 Hispanic,51743,,2796,,,2
Imperial,2021,R5 White,3909,,453,,353,
Imperial,2021,R6 Other,354,,43,,31,
Imperial,2021,R7 Unknown,3037,,173,,129,
Imperial,2021,S1 Female,35338,,2134,,1666,
Imperial,2021,S2 Male,25115,,1453,,1093,
Imperial,2021,Z1 ALL,60453,,3587,,2759,
Inyo,2015,A1 Adults 21-44,1637,,130,,70,
Inyo,2015,A2 Adults 45-64,1280,,125,,75,
Inyo,2015,A3 Adults 65+,574,,28,,18,
Inyo,2015,R1 Alaskan Native or American Indian,642,,21,,,1
Inyo,2015,R2 Asian or Pacific Islander,39,,,1,,1
Inyo,2015,R3 Black,13,,,1,,1
Inyo,2015,R4 Hispanic,541,,31,,14,
Inyo,2015,R5 White,2069,,199,,117,
Inyo,2015,R6 Other,28,,0,,0,
Inyo,2015,R7 Unknown,159,,29,,20,
Inyo,2015,S1 Female,1855,,160,,95,
Inyo,2015,S2 Male,1636,,123,,68,
Inyo,2015,Z1 ALL,3491,,283,,163,
Inyo,2016,A1 Adults 21-44,1986,,104,,53,
Inyo,2016,A2 Adults 45-64,1371,,105,,60,
Inyo,2016,A3 Adults 65+,582,,33,,18,
Inyo,2016,R1 Alaskan Native or American Indian,676,,12,,,1
Inyo,2016,R2 Asian or Pacific Islander,41,,,1,0,
Inyo,2016,R3 Black,20,,0,,0,
Inyo,2016,R4 Hispanic,911,,24,,,1
Inyo,2016,R5 White,2075,,181,,100,
Inyo,2016,R6 Other,37,,,1,0,
Inyo,2016,R7 Unknown,179,,22,,17,
Inyo,2016,S1 Female,2108,,135,,73,
Inyo,2016,S2 Male,1831,,107,,58,
Inyo,2016,Z1 ALL,3939,,242,,131,
Inyo,2017,A1 Adults 21-44,2055,,112,,59,
Inyo,2017,A2 Adults 45-64,1410,,117,,61,
Inyo,2017,A3 Adults 65+,608,,31,,20,
Inyo,2017,R1 Alaskan Native or American Indian,706,,19,,,1
Inyo,2017,R2 Asian or Pacific Islander,42,,,1,0,
Inyo,2017,R3 Black,20,,,1,,1
Inyo,2017,R4 Hispanic,934,,21,,,1
Inyo,2017,R5 White,2129,,191,,108,
Inyo,2017,R6 Other,49,,0,,0,
Inyo,2017,R7 Unknown,193,,25,,14,
Inyo,2017,S1 Female,2168,,143,,80,
Inyo,2017,S2 Male,1905,,117,,60,
Inyo,2017,Z1 ALL,4073,,260,,140,
Inyo,2018,A1 Adults 21-44,1987,,114,,58,
Inyo,2018,A2 Adults 45-64,1341,,97,,57,
Inyo,2018,A3 Adults 65+,595,,34,,25,
Inyo,2018,R1 Alaskan Native or American Indian,692,,22,,,1
Inyo,2018,R2 Asian or Pacific Islander,41,,,1,,1
Inyo,2018,R3 Black,23,,,1,0,
Inyo,2018,R4 Hispanic,897,,20,,,1
Inyo,2018,R5 White,2044,,179,,114,
Inyo,2018,R6 Other,49,,,1,,1
Inyo,2018,R7 Unknown,177,,20,,,1
Inyo,2018,S1 Female,2124,,132,,74,
Inyo,2018,S2 Male,1799,,113,,66,
Inyo,2018,Z1 ALL,3923,,245,,140,
Inyo,2019,A1 Adults 21-44,2025,,102,,46,
Inyo,2019,A2 Adults 45-64,1347,,91,,43,
Inyo,2019,A3 Adults 65+,618,,42,,18,
Inyo,2019,R1 Alaskan Native or American Indian,734,,14,,,1
Inyo,2019,R2 Asian or Pacific Islander,38,,,1,0,
Inyo,2019,R3 Black,21,,,1,0,
Inyo,2019,R4 Hispanic,882,,24,,12,
Inyo,2019,R5 White,2089,,174,,82,
Inyo,2019,R6 Other,47,,,1,,1
Inyo,2019,R7 Unknown,179,,17,,,1
Inyo,2019,S1 Female,2123,,119,,57,
Inyo,2019,S2 Male,1867,,116,,50,
Inyo,2019,Z1 ALL,3990,,235,,107,
Inyo,2020,A1 Adults 21-44,1908,,108,,59,
Inyo,2020,A2 Adults 45-64,1283,,84,,57,
Inyo,2020,A3 Adults 65+,625,,41,,30,
Inyo,2020,R1 Alaskan Native or American Indian,655,,21,,13,
Inyo,2020,R2 Asian or Pacific Islander,32,,,1,,1
Inyo,2020,R3 Black,25,,,1,0,
Inyo,2020,R4 Hispanic,910,,26,,14,
Inyo,2020,R5 White,1972,,161,,106,
Inyo,2020,R6 Other,46,,,1,,1
Inyo,2020,R7 Unknown,176,,18,,11,
Inyo,2020,S1 Female,2045,,116,,79,
Inyo,2020,S2 Male,1771,,117,,67,
Inyo,2020,Z1 ALL,3816,,233,,146,
Inyo,2021,A1 Adults 21-44,1970,,142,,67,
Inyo,2021,A2 Adults 45-64,1291,,83,,61,
Inyo,2021,A3 Adults 65+,652,,49,,35,
Inyo,2021,R1 Alaskan Native or American Indian,695,,30,,14,
Inyo,2021,R2 Asian or Pacific Islander,42,,,1,,1
Inyo,2021,R3 Black,22,,,1,,1
Inyo,2021,R4 Hispanic,961,,32,,17,
Inyo,2021,R5 White,1969,,182,,113,
Inyo,2021,R6 Other,41,,,1,,1
Inyo,2021,R7 Unknown,183,,22,,15,
Inyo,2021,S1 Female,2092,,149,,91,
Inyo,2021,S2 Male,1821,,125,,72,
Inyo,2021,Z1 ALL,3913,,274,,163,
Kern,2015,A1 Adults 21-44,106261,,4504,,2086,
Kern,2015,A2 Adults 45-64,60051,,2948,,1665,
Kern,2015,A3 Adults 65+,21480,,263,,137,
Kern,2015,R1 Alaskan Native or American Indian,817,,48,,17,
Kern,2015,R2 Asian or Pacific Islander,8239,,133,,82,
Kern,2015,R3 Black,14861,,810,,373,
Kern,2015,R4 Hispanic,91444,,2344,,1195,
Kern,2015,R5 White,56386,,3373,,1633,
Kern,2015,R6 Other,1881,,74,,37,
Kern,2015,R7 Unknown,14164,,933,,551,
Kern,2015,S1 Female,106160,,4254,,2175,
Kern,2015,S2 Male,81632,,3461,,1713,
Kern,2015,Z1 ALL,187792,,7715,,3888,
Kern,2016,A1 Adults 21-44,143886,,4916,,2315,
Kern,2016,A2 Adults 45-64,71207,,2906,,1663,
Kern,2016,A3 Adults 65+,23161,,271,,159,
Kern,2016,R1 Alaskan Native or American Indian,849,,47,,23,
Kern,2016,R2 Asian or Pacific Islander,9752,,134,,77,
Kern,2016,R3 Black,16278,,870,,403,
Kern,2016,R4 Hispanic,131399,,2686,,1358,
Kern,2016,R5 White,62466,,3563,,1800,
Kern,2016,R6 Other,2539,,87,,50,
Kern,2016,R7 Unknown,14971,,706,,426,
Kern,2016,S1 Female,133300,,4358,,2274,
Kern,2016,S2 Male,104954,,3735,,1863,
Kern,2016,Z1 ALL,238254,,8093,,4137,
Kern,2017,A1 Adults 21-44,151831,,5299,,2742,
Kern,2017,A2 Adults 45-64,74227,,2921,,1788,
Kern,2017,A3 Adults 65+,24404,,307,,177,
Kern,2017,R1 Alaskan Native or American Indian,865,,47,,26,
Kern,2017,R2 Asian or Pacific Islander,10529,,138,,83,
Kern,2017,R3 Black,17031,,909,,452,
Kern,2017,R4 Hispanic,138778,,2942,,1647,
Kern,2017,R5 White,64212,,3643,,1980,
Kern,2017,R6 Other,3173,,108,,56,
Kern,2017,R7 Unknown,15874,,740,,463,
Kern,2017,S1 Female,139556,,4589,,2529,
Kern,2017,S2 Male,110906,,3938,,2178,
Kern,2017,Z1 ALL,250462,,8527,,4707,
Kern,2018,A1 Adults 21-44,153705,,5503,,2878,
Kern,2018,A2 Adults 45-64,75367,,2958,,1761,
Kern,2018,A3 Adults 65+,25477,,354,,209,
Kern,2018,R1 Alaskan Native or American Indian,855,,44,,26,
Kern,2018,R2 Asian or Pacific Islander,11050,,149,,90,
Kern,2018,R3 Black,17411,,920,,479,
Kern,2018,R4 Hispanic,141930,,3162,,1735,
Kern,2018,R5 White,63408,,3629,,1974,
Kern,2018,R6 Other,3508,,126,,60,
Kern,2018,R7 Unknown,16387,,785,,484,
Kern,2018,S1 Female,142116,,4773,,2611,
Kern,2018,S2 Male,112433,,4042,,2237,
Kern,2018,Z1 ALL,254549,,8815,,4848,
Kern,2019,A1 Adults 21-44,154642,,5650,,3076,
Kern,2019,A2 Adults 45-64,76028,,2971,,1875,
Kern,2019,A3 Adults 65+,26623,,395,,222,
Kern,2019,R1 Alaskan Native or American Indian,865,,37,,22,
Kern,2019,R2 Asian or Pacific Islander,11471,,163,,93,
Kern,2019,R3 Black,17680,,948,,535,
Kern,2019,R4 Hispanic,144120,,3332,,1901,
Kern,2019,R5 White,62906,,3690,,2109,
Kern,2019,R6 Other,3502,,128,,56,
Kern,2019,R7 Unknown,16749,,718,,457,
Kern,2019,S1 Female,144425,,4921,,2857,
Kern,2019,S2 Male,112868,,4095,,2316,
Kern,2019,Z1 ALL,257293,,9016,,5173,
Kern,2020,A1 Adults 21-44,151058,,5580,,3481,
Kern,2020,A2 Adults 45-64,75397,,2959,,2070,
Kern,2020,A3 Adults 65+,27499,,389,,272,
Kern,2020,R1 Alaskan Native or American Indian,844,,36,,19,
Kern,2020,R2 Asian or Pacific Islander,11397,,147,,105,
Kern,2020,R3 Black,17417,,961,,598,
Kern,2020,R4 Hispanic,143736,,3361,,2237,
Kern,2020,R5 White,60610,,3617,,2333,
Kern,2020,R6 Other,3288,,116,,60,
Kern,2020,R7 Unknown,16662,,690,,471,
Kern,2020,S1 Female,143843,,4909,,3232,
Kern,2020,S2 Male,110111,,4019,,2591,
Kern,2020,Z1 ALL,253954,,8928,,5823,
Kern,2021,A1 Adults 21-44,153860,,6377,,4031,
Kern,2021,A2 Adults 45-64,76848,,3108,,2226,
Kern,2021,A3 Adults 65+,29526,,450,,347,
Kern,2021,R1 Alaskan Native or American Indian,813,,51,,24,
Kern,2021,R2 Asian or Pacific Islander,11710,,161,,114,
Kern,2021,R3 Black,17641,,1023,,648,
Kern,2021,R4 Hispanic,148690,,3952,,2603,
Kern,2021,R5 White,60796,,3889,,2595,
Kern,2021,R6 Other,3073,,116,,86,
Kern,2021,R7 Unknown,17511,,743,,534,
Kern,2021,S1 Female,147418,,5527,,3732,
Kern,2021,S2 Male,112816,,4408,,2872,
Kern,2021,Z1 ALL,260234,,9935,,6604,
Kings,2015,A1 Adults 21-44,15653,,863,,561,
Kings,2015,A2 Adults 45-64,7766,,574,,378,
Kings,2015,A3 Adults 65+,3424,,73,,40,
Kings,2015,R1 Alaskan Native or American Indian,106,,,1,,1
Kings,2015,R2 Asian or Pacific Islander,859,,30,,19,
Kings,2015,R3 Black,1624,,119,,67,
Kings,2015,R4 Hispanic,15115,,562,,356,
Kings,2015,R5 White,6704,,,2,,2
Kings,2015,R6 Other,424,,15,,11,
Kings,2015,R7 Unknown,2011,,146,,100,
Kings,2015,S1 Female,15322,,875,,588,
Kings,2015,S2 Male,11521,,635,,391,
Kings,2015,Z1 ALL,26843,,1510,,979,
Kings,2016,A1 Adults 21-44,20235,,870,,554,
Kings,2016,A2 Adults 45-64,9250,,561,,359,
Kings,2016,A3 Adults 65+,3632,,66,,31,
Kings,2016,R1 Alaskan Native or American Indian,107,,,1,,1
Kings,2016,R2 Asian or Pacific Islander,964,,28,,19,
Kings,2016,R3 Black,1737,,120,,63,
Kings,2016,R4 Hispanic,20510,,604,,373,
Kings,2016,R5 White,7090,,,2,,2
Kings,2016,R6 Other,553,,31,,14,
Kings,2016,R7 Unknown,2156,,100,,64,
Kings,2016,S1 Female,18798,,835,,521,
Kings,2016,S2 Male,14319,,662,,423,
Kings,2016,Z1 ALL,33117,,1497,,944,
Kings,2017,A1 Adults 21-44,21213,,876,,528,
Kings,2017,A2 Adults 45-64,9566,,535,,352,
Kings,2017,A3 Adults 65+,3789,,83,,39,
Kings,2017,R1 Alaskan Native or American Indian,131,,,1,,1
Kings,2017,R2 Asian or Pacific Islander,988,,30,,20,
Kings,2017,R3 Black,1792,,126,,71,
Kings,2017,R4 Hispanic,21437,,,2,358,
Kings,2017,R5 White,7222,,594,,,2
Kings,2017,R6 Other,672,,30,,15,
Kings,2017,R7 Unknown,2326,,106,,68,
Kings,2017,S1 Female,19524,,855,,525,
Kings,2017,S2 Male,15044,,639,,394,
Kings,2017,Z1 ALL,34568,,1494,,919,
Kings,2018,A1 Adults 21-44,21344,,935,,528,
Kings,2018,A2 Adults 45-64,9642,,558,,365,
Kings,2018,A3 Adults 65+,3999,,74,,39,
Kings,2018,R1 Alaskan Native or American Indian,140,,11,,,1
Kings,2018,R2 Asian or Pacific Islander,982,,31,,19,
Kings,2018,R3 Black,1842,,152,,80,
Kings,2018,R4 Hispanic,21739,,638,,,2
Kings,2018,R5 White,7084,,576,,361,
Kings,2018,R6 Other,793,,41,,23,
Kings,2018,R7 Unknown,2405,,118,,73,
Kings,2018,S1 Female,19793,,884,,541,
Kings,2018,S2 Male,15192,,683,,391,
Kings,2018,Z1 ALL,34985,,1567,,932,
Kings,2019,A1 Adults 21-44,21157,,1031,,637,
Kings,2019,A2 Adults 45-64,9639,,560,,389,
Kings,2019,A3 Adults 65+,4146,,84,,56,
Kings,2019,R1 Alaskan Native or American Indian,147,,,1,,1
Kings,2019,R2 Asian or Pacific Islander,958,,27,,21,
Kings,2019,R3 Black,1822,,142,,77,
Kings,2019,R4 Hispanic,22011,,,2,,2
Kings,2019,R5 White,6874,,611,,420,
Kings,2019,R6 Other,741,,44,,25,
Kings,2019,R7 Unknown,2389,,130,,85,
Kings,2019,S1 Female,19768,,942,,638,
Kings,2019,S2 Male,15174,,733,,444,
Kings,2019,Z1 ALL,34942,,1675,,1082,
Kings,2020,A1 Adults 21-44,20925,,909,,585,
Kings,2020,A2 Adults 45-64,9695,,516,,392,
Kings,2020,A3 Adults 65+,4313,,86,,64,
Kings,2020,R1 Alaskan Native or American Indian,147,,13,,,1
Kings,2020,R2 Asian or Pacific Islander,949,,23,,19,
Kings,2020,R3 Black,1852,,111,,75,
Kings,2020,R4 Hispanic,22104,,675,,,2
Kings,2020,R5 White,6753,,544,,391,
Kings,2020,R6 Other,609,,25,,17,
Kings,2020,R7 Unknown,2519,,120,,81,
Kings,2020,S1 Female,19830,,849,,600,
Kings,2020,S2 Male,15103,,662,,441,
Kings,2020,Z1 ALL,34933,,1511,,1041,
Kings,2021,A1 Adults 21-44,20991,,900,,543,
Kings,2021,A2 Adults 45-64,9840,,478,,363,
Kings,2021,A3 Adults 65+,4510,,91,,59,
Kings,2021,R1 Alaskan Native or American Indian,156,,11,,,1
Kings,2021,R2 Asian or Pacific Islander,976,,29,,16,
Kings,2021,R3 Black,1814,,106,,69,
Kings,2021,R4 Hispanic,22537,,670,,,2
Kings,2021,R5 White,6676,,500,,357,
Kings,2021,R6 Other,522,,36,,19,
Kings,2021,R7 Unknown,2660,,117,,80,
Kings,2021,S1 Female,20117,,834,,563,
Kings,2021,S2 Male,15224,,635,,402,
Kings,2021,Z1 ALL,35341,,1469,,965,
Lake,2015,A1 Adults 21-44,9082,,367,,181,
Lake,2015,A2 Adults 45-64,7616,,329,,166,
Lake,2015,A3 Adults 65+,2622,,53,,20,
Lake,2015,R1 Alaskan Native or American Indian,608,,24,,,1
Lake,2015,R2 Asian or Pacific Islander,214,,,1,0,
Lake,2015,R3 Black,566,,25,,19,
Lake,2015,R4 Hispanic,2289,,44,,16,
Lake,2015,R5 White,13926,,,2,276,
Lake,2015,R6 Other,222,,12,,,1
Lake,2015,R7 Unknown,1495,,85,,42,
Lake,2015,S1 Female,10269,,406,,205,
Lake,2015,S2 Male,9051,,343,,162,
Lake,2015,Z1 ALL,19320,,749,,367,
Lake,2016,A1 Adults 21-44,10892,,352,,154,
Lake,2016,A2 Adults 45-64,8441,,275,,151,
Lake,2016,A3 Adults 65+,2846,,49,,23,
Lake,2016,R1 Alaskan Native or American Indian,683,,,1,,1
Lake,2016,R2 Asian or Pacific Islander,257,,,1,0,
Lake,2016,R3 Black,599,,28,,19,
Lake,2016,R4 Hispanic,3638,,50,,20,
Lake,2016,R5 White,15215,,509,,,2
Lake,2016,R6 Other,341,,,1,0,
Lake,2016,R7 Unknown,1446,,65,,29,
Lake,2016,S1 Female,11602,,371,,183,
Lake,2016,S2 Male,10577,,305,,145,
Lake,2016,Z1 ALL,22179,,676,,328,
Lake,2017,A1 Adults 21-44,11427,,313,,139,
Lake,2017,A2 Adults 45-64,8722,,236,,132,
Lake,2017,A3 Adults 65+,2983,,41,,23,
Lake,2017,R1 Alaskan Native or American Indian,713,,,1,,1
Lake,2017,R2 Asian or Pacific Islander,265,,,1,,1
Lake,2017,R3 Black,618,,27,,17,
Lake,2017,R4 Hispanic,4070,,49,,22,
Lake,2017,R5 White,15639,,439,,214,
Lake,2017,R6 Other,412,,,1,,1
Lake,2017,R7 Unknown,1415,,55,,32,
Lake,2017,S1 Female,12031,,277,,127,
Lake,2017,S2 Male,11101,,313,,167,
Lake,2017,Z1 ALL,23132,,590,,294,
Lake,2018,A1 Adults 21-44,11942,,338,,161,
Lake,2018,A2 Adults 45-64,8834,,240,,126,
Lake,2018,A3 Adults 65+,3136,,58,,32,
Lake,2018,R1 Alaskan Native or American Indian,723,,17,,,1
Lake,2018,R2 Asian or Pacific Islander,280,,,1,,1
Lake,2018,R3 Black,648,,27,,14,
Lake,2018,R4 Hispanic,4444,,59,,24,
Lake,2018,R5 White,15980,,,2,239,
Lake,2018,R6 Other,456,,14,,,1
Lake,2018,R7 Unknown,1381,,48,,25,
Lake,2018,S1 Female,12332,,318,,157,
Lake,2018,S2 Male,11580,,318,,162,
Lake,2018,Z1 ALL,23912,,636,,319,
Lake,2019,A1 Adults 21-44,11657,,396,,175,
Lake,2019,A2 Adults 45-64,8640,,248,,123,
Lake,2019,A3 Adults 65+,3307,,68,,31,
Lake,2019,R1 Alaskan Native or American Indian,728,,18,,,1
Lake,2019,R2 Asian or Pacific Islander,268,,,1,0,
Lake,2019,R3 Black,648,,30,,15,
Lake,2019,R4 Hispanic,4570,,61,,28,
Lake,2019,R5 White,15700,,,2,250,
Lake,2019,R6 Other,405,,18,,,1
Lake,2019,R7 Unknown,1285,,38,,24,
Lake,2019,S1 Female,12219,,343,,157,
Lake,2019,S2 Male,11385,,369,,172,
Lake,2019,Z1 ALL,23604,,712,,329,
Lake,2020,A1 Adults 21-44,11212,,434,,189,
Lake,2020,A2 Adults 45-64,8223,,260,,141,
Lake,2020,A3 Adults 65+,3422,,60,,22,
Lake,2020,R1 Alaskan Native or American Indian,704,,17,,,1
Lake,2020,R2 Asian or Pacific Islander,269,,,1,,1
Lake,2020,R3 Black,625,,22,,,1
Lake,2020,R4 Hispanic,4504,,72,,32,
Lake,2020,R5 White,15236,,,2,276,
Lake,2020,R6 Other,329,,16,,,1
Lake,2020,R7 Unknown,1190,,41,,22,
Lake,2020,S1 Female,11931,,397,,187,
Lake,2020,S2 Male,10926,,357,,165,
Lake,2020,Z1 ALL,22857,,754,,352,
Lake,2021,A1 Adults 21-44,11214,,417,,221,
Lake,2021,A2 Adults 45-64,8024,,249,,118,
Lake,2021,A3 Adults 65+,3577,,67,,27,
Lake,2021,R1 Alaskan Native or American Indian,710,,18,,,1
Lake,2021,R2 Asian or Pacific Islander,283,,,1,,1
Lake,2021,R3 Black,615,,17,,,1
Lake,2021,R4 Hispanic,4619,,62,,33,
Lake,2021,R5 White,15145,,588,,294,
Lake,2021,R6 Other,275,,,1,0,
Lake,2021,R7 Unknown,1168,,41,,24,
Lake,2021,S1 Female,11926,,370,,183,
Lake,2021,S2 Male,10889,,363,,183,
Lake,2021,Z1 ALL,22815,,733,,366,
Large Counties,2015,A1 Adults 21-44,1854808,,84107,,48619,
Large Counties,2015,A2 Adults 45-64,1192747,,75557,,49206,
Large Counties,2015,A3 Adults 65+,577590,,9815,,6435,
Large Counties,2015,R1 Alaskan Native or American Indian,15928,,1119,,682,
Large Counties,2015,R2 Asian or Pacific Islander,601796,,14342,,9253,
Large Counties,2015,R3 Black,330233,,23368,,13726,
Large Counties,2015,R4 Hispanic,1136124,,33935,,19923,
Large Counties,2015,R5 White,910208,,61207,,38082,
Large Counties,2015,R6 Other,322561,,12888,,7640,
Large Counties,2015,R7 Unknown,308295,,22620,,14954,
Large Counties,2015,S1 Female,2029057,,90724,,55921,
Large Counties,2015,S2 Male,1596088,,78755,,48339,
Large Counties,2015,Z1 ALL,3625145,,169479,,104260,
Large Counties,2016,A1 Adults 21-44,2427474,,86394,,49290,
Large Counties,2016,A2 Adults 45-64,1371257,,73021,,47518,
Large Counties,2016,A3 Adults 65+,621573,,9861,,6480,
Large Counties,2016,R1 Alaskan Native or American Indian,17134,,1199,,710,
Large Counties,2016,R2 Asian or Pacific Islander,674764,,13327,,8491,
Large Counties,2016,R3 Black,346976,,22617,,13363,
Large Counties,2016,R4 Hispanic,1642840,,35949,,20653,
Large Counties,2016,R5 White,969169,,58910,,36310,
Large Counties,2016,R6 Other,452869,,20125,,12615,
Large Counties,2016,R7 Unknown,316552,,17149,,11146,
Large Counties,2016,S1 Female,2479826,,88584,,54400,
Large Counties,2016,S2 Male,1940477,,80692,,48888,
Large Counties,2016,S3 Unknown,,1,0,,0,
Large Counties,2016,Z1 ALL,4420304,,169276,,103288,
Large Counties,2017,A1 Adults 21-44,2526070,,86533,,49442,
Large Counties,2017,A2 Adults 45-64,1410017,,69542,,45287,
Large Counties,2017,A3 Adults 65+,653110,,10351,,6879,
Large Counties,2017,R1 Alaskan Native or American Indian,16774,,1098,,671,
Large Counties,2017,R2 Asian or Pacific Islander,676943,,12391,,8053,
Large Counties,2017,R3 Black,344941,,21393,,12623,
Large Counties,2017,R4 Hispanic,1713809,,36030,,20977,
Large Counties,2017,R5 White,963240,,55536,,34168,
Large Counties,2017,R6 Other,539329,,22970,,14179,
Large Counties,2017,R7 Unknown,334161,,17008,,10937,
Large Counties,2017,S1 Female,2567200,,86040,,52882,
Large Counties,2017,S2 Male,2021997,,80386,,48726,
Large Counties,2017,Z1 ALL,4589197,,166426,,101608,
Large Counties,2018,A1 Adults 21-44,2479414,,85163,,48214,
Large Counties,2018,A2 Adults 45-64,1363113,,65491,,41929,
Large Counties,2018,A3 Adults 65+,632087,,10523,,7007,
Large Counties,2018,R1 Alaskan Native or American Indian,16074,,1062,,614,
Large Counties,2018,R2 Asian or Pacific Islander,575411,,10702,,6990,
Large Counties,2018,R3 Black,347245,,21404,,12717,
Large Counties,2018,R4 Hispanic,1706048,,35803,,20645,
Large Counties,2018,R5 White,931600,,52537,,31677,
Large Counties,2018,R6 Other,562023,,23057,,13967,
Large Counties,2018,R7 Unknown,336213,,16612,,10540,
Large Counties,2018,S1 Female,2505965,,82681,,50108,
Large Counties,2018,S2 Male,1968649,,78496,,47042,
Large Counties,2018,Z1 ALL,4474614,,161177,,97150,
Large Counties,2019,A1 Adults 21-44,2409181,,84913,,48385,
Large Counties,2019,A2 Adults 45-64,1331758,,62684,,40656,
Large Counties,2019,A3 Adults 65+,648134,,10924,,7233,
Large Counties,2019,R1 Alaskan Native or American Indian,15742,,1007,,604,
Large Counties,2019,R2 Asian or Pacific Islander,564492,,10215,,6781,
Large Counties,2019,R3 Black,339484,,20931,,12398,
Large Counties,2019,R4 Hispanic,1676689,,36450,,21165,
Large Counties,2019,R5 White,890610,,50463,,30871,
Large Counties,2019,R6 Other,573438,,23457,,14223,
Large Counties,2019,R7 Unknown,328618,,15998,,10232,
Large Counties,2019,S1 Female,2466645,,81086,,49458,
Large Counties,2019,S2 Male,1922428,,77435,,46816,
Large Counties,2019,Z1 ALL,4389073,,158521,,96274,
Large Counties,2020,A1 Adults 21-44,2358290,,84656,,49823,
Large Counties,2020,A2 Adults 45-64,1318614,,59756,,39646,
Large Counties,2020,A3 Adults 65+,656743,,11159,,7674,
Large Counties,2020,R1 Alaskan Native or American Indian,15257,,985,,594,
Large Counties,2020,R2 Asian or Pacific Islander,557887,,9637,,6669,
Large Counties,2020,R3 Black,331279,,20565,,12709,
Large Counties,2020,R4 Hispanic,1650474,,36564,,21835,
Large Counties,2020,R5 White,863644,,48067,,30262,
Large Counties,2020,R6 Other,595428,,24200,,14986,
Large Counties,2020,R7 Unknown,319678,,15553,,10088,
Large Counties,2020,S1 Female,2441643,,79337,,49837,
Large Counties,2020,S2 Male,1892004,,76234,,47306,
Large Counties,2020,Z1 ALL,4333647,,155571,,97143,
Large Counties,2021,A1 Adults 21-44,2374920,,85790,,53048,
Large Counties,2021,A2 Adults 45-64,1331816,,56223,,39168,
Large Counties,2021,A3 Adults 65+,690782,,11694,,8383,
Large Counties,2021,R1 Alaskan Native or American Indian,15186,,930,,582,
Large Counties,2021,R2 Asian or Pacific Islander,561580,,9495,,6852,
Large Counties,2021,R3 Black,331308,,20046,,13247,
Large Counties,2021,R4 Hispanic,1672783,,37423,,23450,
Large Counties,2021,R5 White,858751,,45878,,30405,
Large Counties,2021,R6 Other,635517,,25023,,16140,
Large Counties,2021,R7 Unknown,322393,,14912,,9923,
Large Counties,2021,S1 Female,2474871,,78557,,52296,
Large Counties,2021,S2 Male,1922647,,75150,,48303,
Large Counties,2021,Z1 ALL,4397518,,153707,,100599,
Lassen,2015,A1 Adults 21-44,2677,,322,,,2
Lassen,2015,A2 Adults 45-64,1713,,206,,127,
Lassen,2015,A3 Adults 65+,530,,17,,,1
Lassen,2015,R1 Alaskan Native or American Indian,212,,20,,11,
Lassen,2015,R2 Asian or Pacific Islander,89,,,1,0,
Lassen,2015,R3 Black,78,,12,,,1
Lassen,2015,R4 Hispanic,381,,33,,24,
Lassen,2015,R5 White,3622,,404,,,2
Lassen,2015,R6 Other,60,,,1,0,
Lassen,2015,R7 Unknown,478,,70,,42,
Lassen,2015,S1 Female,2669,,321,,202,
Lassen,2015,S2 Male,2251,,224,,107,
Lassen,2015,Z1 ALL,4920,,545,,309,
Lassen,2016,A1 Adults 21-44,3003,,355,,,2
Lassen,2016,A2 Adults 45-64,1893,,205,,123,
Lassen,2016,A3 Adults 65+,552,,13,,,1
Lassen,2016,R1 Alaskan Native or American Indian,222,,18,,11,
Lassen,2016,R2 Asian or Pacific Islander,110,,,1,0,
Lassen,2016,R3 Black,84,,12,,,1
Lassen,2016,R4 Hispanic,530,,42,,15,
Lassen,2016,R5 White,3950,,447,,236,
Lassen,2016,R6 Other,78,,,1,,1
Lassen,2016,R7 Unknown,474,,49,,29,
Lassen,2016,S1 Female,2904,,340,,206,
Lassen,2016,S2 Male,2544,,233,,93,
Lassen,2016,Z1 ALL,5448,,573,,299,
Lassen,2017,A1 Adults 21-44,3129,,330,,,2
Lassen,2017,A2 Adults 45-64,1961,,222,,128,
Lassen,2017,A3 Adults 65+,576,,14,,,1
Lassen,2017,R1 Alaskan Native or American Indian,219,,23,,14,
Lassen,2017,R2 Asian or Pacific Islander,133,,,1,,1
Lassen,2017,R3 Black,94,,,1,,1
Lassen,2017,R4 Hispanic,578,,41,,15,
Lassen,2017,R5 White,4070,,440,,221,
Lassen,2017,R6 Other,89,,,1,,1
Lassen,2017,R7 Unknown,483,,44,,25,
Lassen,2017,S1 Female,3004,,338,,191,
Lassen,2017,S2 Male,2662,,228,,98,
Lassen,2017,Z1 ALL,5666,,566,,289,
Lassen,2018,A1 Adults 21-44,3145,,343,,171,
Lassen,2018,A2 Adults 45-64,1870,,176,,129,
Lassen,2018,A3 Adults 65+,646,,20,,11,
Lassen,2018,R1 Alaskan Native or American Indian,210,,19,,,1
Lassen,2018,R2 Asian or Pacific Islander,133,,,1,,1
Lassen,2018,R3 Black,101,,16,,,1
Lassen,2018,R4 Hispanic,581,,29,,13,
Lassen,2018,R5 White,4060,,427,,248,
Lassen,2018,R6 Other,101,,,1,,1
Lassen,2018,R7 Unknown,475,,39,,25,
Lassen,2018,S1 Female,3020,,290,,186,
Lassen,2018,S2 Male,2641,,249,,125,
