Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
Sub-County Place,Cotati city,2017,Annual,4400,4200,100,3.2,N,Final
Sub-County Place,Coto de Caza CDP,2017,Annual,7400,7200,200,2.9,N,Final
Sub-County Place,Cottonwood CDP,2017,Annual,1300,1200,100,7.8,N,Final
Sub-County Place,Country Club CDP,2017,Annual,4400,3900,500,12.1,N,Final
Sub-County Place,Covelo CDP,2017,Annual,430,410,30,6.5,N,Final
Sub-County Place,Covina city,2017,Annual,24200,22900,1300,5.2,N,Final
Sub-County Place,Crescent City city,2017,Annual,1490,1400,90,6.2,N,Final
Sub-County Place,Crescent Mills CDP,2017,Annual,120,120,0,0,N,Final
Sub-County Place,Crestline CDP,2017,Annual,4500,4400,100,2.5,N,Final
Sub-County Place,C Road CDP,2017,Annual,80,60,10,17.1,N,Final
Sub-County Place,Crockett CDP,2017,Annual,1700,1600,100,4.5,N,Final
Sub-County Place,Cromberg CDP,2017,Annual,50,50,0,0,N,Final
Sub-County Place,Cudahy city,2017,Annual,10200,9700,500,5,N,Final
Sub-County Place,Culver City city,2017,Annual,23000,21900,1100,4.6,N,Final
Sub-County Place,Cupertino city,2017,Annual,29600,28700,1000,3.2,N,Final
Sub-County Place,Cutler CDP,2017,Annual,2300,2000,300,13.7,N,Final
Sub-County Place,Cypress city,2017,Annual,24900,24000,900,3.5,N,Final
Sub-County Place,Daly City city,2017,Annual,63400,61600,1700,2.7,N,Final
Sub-County Place,Dana Point city,2017,Annual,18700,18100,600,3.3,N,Final
Sub-County Place,Danville town,2017,Annual,20800,20000,700,3.5,N,Final
Sub-County Place,Darwin CDP,2017,Annual,0,0,0,0,N,Final
Sub-County Place,Davis city,2017,Annual,35000,33800,1200,3.4,N,Final
Sub-County Place,Day Valley CDP,2017,Annual,1700,1600,100,3.9,N,Final
Sub-County Place,Deer Park CDP,2017,Annual,400,400,0,4.9,N,Final
Sub-County Place,Del Aire CDP,2017,Annual,5700,5500,300,4.5,N,Final
Sub-County Place,Delano city,2017,Annual,22200,16600,5600,25.3,N,Final
Sub-County Place,Delhi CDP,2017,Annual,4900,4500,500,9.5,N,Final
Sub-County Place,Delleker CDP,2017,Annual,240,240,0,0,N,Final
Sub-County Place,Del Mar city,2017,Annual,2400,2400,100,2.2,N,Final
Sub-County Place,Del Monte Forest CDP,2017,Annual,1800,1600,200,11.9,N,Final
Sub-County Place,Del Rey CDP,2017,Annual,600,500,100,9.8,N,Final
Sub-County Place,Del Rey Oaks city,2017,Annual,1000,900,100,7.5,N,Final
Sub-County Place,Denair CDP,2017,Annual,2500,2400,100,4.2,N,Final
Sub-County Place,Derby Acres CDP,2017,Annual,100,100,0,4.8,N,Final
Sub-County Place,Desert Hot Springs city,2017,Annual,11400,10600,800,6.9,N,Final
Sub-County Place,Desert View Highlands CDP,2017,Annual,1000,900,100,6.8,N,Final
Sub-County Place,Diablo CDP,2017,Annual,100,100,0,0,N,Final
Sub-County Place,Diamond Bar city,2017,Annual,30400,29300,1200,3.8,N,Final
Sub-County Place,Diamond Springs CDP,2017,Annual,4900,4600,300,6.2,N,Final
Sub-County Place,Dinuba city,2017,Annual,11200,9700,1500,13.5,N,Final
Sub-County Place,Discovery Bay CDP,2017,Annual,7800,7500,300,3.8,N,Final
Sub-County Place,Dixon city,2017,Annual,9700,9200,500,5.4,N,Final
Sub-County Place,Dixon Lane Meadow Creek CDP,2017,Annual,1210,1160,50,4,N,Final
Sub-County Place,Dollar Point CDP,2017,Annual,600,600,0,2.1,N,Final
Sub-County Place,Dorrington CDP,2017,Annual,80,80,0,0,N,Final
Sub-County Place,Dos Palos city,2017,Annual,2000,1800,200,9.6,N,Final
Sub-County Place,Downey city,2017,Annual,57500,54900,2600,4.5,N,Final
Sub-County Place,Duarte city,2017,Annual,11200,10600,600,5.5,N,Final
Sub-County Place,Dublin city,2017,Annual,31100,30100,1000,3.2,N,Final
Sub-County Place,Ducor CDP,2017,Annual,300,300,0,10,N,Final
Sub-County Place,Dunsmuir city,2017,Annual,670,620,40,6.3,N,Final
Sub-County Place,Durham CDP,2017,Annual,2900,2800,100,3.2,N,Final
Sub-County Place,Dustin Acres CDP,2017,Annual,300,200,0,8.7,N,Final
Sub-County Place,Earlimart CDP,2017,Annual,3700,3200,600,15.8,N,Final
Sub-County Place,East Foothills CDP,2017,Annual,3700,3700,100,1.9,N,Final
Sub-County Place,East Hemet CDP,2017,Annual,7800,7200,700,8.8,N,Final
Sub-County Place,East Los Angeles CDP,2017,Annual,57700,53200,4600,7.9,N,Final
Sub-County Place,East Oakdale CDP,2017,Annual,1500,1500,100,5.7,N,Final
Sub-County Place,Easton CDP,2017,Annual,1000,900,100,9.7,N,Final
Sub-County Place,East Orosi CDP,2017,Annual,400,200,100,36,N,Final
Sub-County Place,East Palo Alto city,2017,Annual,14700,14300,500,3.2,N,Final
Sub-County Place,East Pasadena CDP,2017,Annual,3200,3100,100,2.4,N,Final
Sub-County Place,East Porterville CDP,2017,Annual,2400,2000,500,19.1,N,Final
Sub-County Place,East Quincy CDP,2017,Annual,1150,1080,70,5.8,N,Final
Sub-County Place,East Richmond Heights CDP,2017,Annual,2000,2000,0,1.9,N,Final
Sub-County Place,East San Gabriel CDP,2017,Annual,7700,7600,100,1.5,N,Final
Sub-County Place,East Shore CDP,2017,Annual,120,80,40,30.8,N,Final
Sub-County Place,East Sonora CDP,2017,Annual,1110,1110,0,0,N,Final
Sub-County Place,Eastvale City city,2017,Annual,31300,30100,1200,3.8,N,Final
Sub-County Place,Edwards AFB CDP,2017,Annual,400,400,0,8.6,N,Final
Sub-County Place,El Cajon city,2017,Annual,44900,42900,2000,4.4,N,Final
Sub-County Place,El Centro city,2017,Annual,18700,15800,2900,15.3,N,Final
Sub-County Place,El Cerrito city,2017,Annual,13800,13300,400,3.1,N,Final
Sub-County Place,El Cerrito CDP,2017,Annual,2300,2200,100,3.6,N,Final
Sub-County Place,El Dorado Hills CDP,2017,Annual,22400,21600,800,3.6,N,Final
Sub-County Place,El Granada CDP,2017,Annual,3800,3700,100,3.7,N,Final
Sub-County Place,Elk Grove CDP,2017,Annual,81100,77900,3200,3.9,N,Final
Sub-County Place,Elkhorn CDP,2017,Annual,700,700,0,0,N,Final
Sub-County Place,Elmira CDP,2017,Annual,100,100,0,5.6,N,Final
Sub-County Place,El Monte city,2017,Annual,51800,49300,2500,4.8,N,Final
Sub-County Place,El Paso de Robles (Paso Robles) city,2017,Annual,16200,15600,600,3.8,N,Final
Sub-County Place,El Rio CDP,2017,Annual,3200,3000,200,6.3,N,Final
Sub-County Place,El Segundo city,2017,Annual,9700,9300,400,3.9,N,Final
Sub-County Place,El Sobrante CDP,2017,Annual,7400,7100,300,4.3,N,Final
Sub-County Place,El Verano CDP,2017,Annual,2000,1900,0,2.3,N,Final
Sub-County Place,Emeryville city,2017,Annual,7500,7300,200,3.2,N,Final
Sub-County Place,Empire CDP,2017,Annual,1700,1500,200,9.8,N,Final
Sub-County Place,Encinitas city,2017,Annual,33100,32000,1100,3.3,N,Final
Sub-County Place,Escalon city,2017,Annual,3600,3600,100,1.6,N,Final
Sub-County Place,Escondido city,2017,Annual,68700,66000,2700,3.9,N,Final
Sub-County Place,Esparto CDP,2017,Annual,1800,1600,100,7.8,N,Final
Sub-County Place,Eureka city,2017,Annual,12700,12200,500,4.1,N,Final
Sub-County Place,Exeter city,2017,Annual,4900,4400,500,9.6,N,Final
Sub-County Place,Fairfax town,2017,Annual,4700,4600,100,2.1,N,Final
Sub-County Place,Fairfield city,2017,Annual,53100,50700,2400,4.6,N,Final
Sub-County Place,Fair Oaks CDP,2017,Annual,14900,14300,600,4.1,N,Final
Sub-County Place,Fairview CDP,2017,Annual,5200,5100,100,2,N,Final
Sub-County Place,Fallbrook CDP,2017,Annual,13300,12800,500,3.8,N,Final
Sub-County Place,Fall River Mills CDP,2017,Annual,200,100,0,15.3,N,Final
Sub-County Place,Farmersville city,2017,Annual,4900,4200,700,13.8,N,Final
Sub-County Place,Farmington CDP,2017,Annual,0,0,0,0,N,Final
Sub-County Place,Fellows CDP,2017,Annual,0,0,0,7.7,N,Final
Sub-County Place,Felton CDP,2017,Annual,2100,2000,200,7.5,N,Final
Sub-County Place,Ferndale city,2017,Annual,700,700,0,1.5,N,Final
Sub-County Place,Fetters Hot Springs Agua Caliente CDP,2017,Annual,2500,2500,100,3.3,N,Final
Sub-County Place,Fillmore city,2017,Annual,7100,6800,300,4.5,N,Final
Sub-County Place,Firebaugh city,2017,Annual,3900,3300,600,14.2,N,Final
Sub-County Place,Florence Graham CDP,2017,Annual,27500,25700,1800,6.4,N,Final
Sub-County Place,Florin CDP,2017,Annual,20000,18600,1400,7,N,Final
Sub-County Place,Folsom city,2017,Annual,36500,35200,1300,3.5,N,Final
Sub-County Place,Fontana city,2017,Annual,96800,92200,4600,4.8,N,Final
Sub-County Place,Foothill Farms CDP,2017,Annual,15000,14200,800,5.1,N,Final
Sub-County Place,Ford City CDP,2017,Annual,2100,1900,200,10,N,Final
Sub-County Place,Foresthill CDP,2017,Annual,700,700,0,3.2,N,Final
Sub-County Place,Forest Meadows CDP,2017,Annual,800,750,50,6.6,N,Final
Sub-County Place,Forestville CDP,2017,Annual,2000,2000,100,3.7,N,Final
Sub-County Place,Fort Bragg city,2017,Annual,3420,3300,120,3.5,N,Final
Sub-County Place,Fortuna city,2017,Annual,5000,4800,300,5,N,Final
Sub-County Place,Foster City city,2017,Annual,19700,19100,500,2.7,N,Final
Sub-County Place,Fountain Valley city,2017,Annual,28300,27300,1000,3.7,N,Final
Sub-County Place,Fowler city,2017,Annual,2900,2700,200,7.9,N,Final
Sub-County Place,Frazier Park CDP,2017,Annual,900,800,100,10.2,N,Final
Sub-County Place,Freedom CDP,2017,Annual,1500,1500,0,3.1,N,Final
Sub-County Place,Fremont city,2017,Annual,118700,114700,4000,3.3,N,Final
Sub-County Place,French Camp CDP,2017,Annual,1100,1000,100,11.5,N,Final
Sub-County Place,Fresno city,2017,Annual,230800,215000,15800,6.8,N,Final
Sub-County Place,Friant CDP,2017,Annual,200,200,0,14,N,Final
Sub-County Place,Fullerton city,2017,Annual,70000,67500,2500,3.6,N,Final
Sub-County Place,Furnace Creek CDP,2017,Annual,120,120,0,0.8,N,Final
Sub-County Place,Galt city,2017,Annual,11400,10700,700,6.3,N,Final
Sub-County Place,Gardena city,2017,Annual,30400,28900,1500,4.9,N,Final
Sub-County Place,Garden Acres CDP,2017,Annual,4700,4300,400,8.7,N,Final
Sub-County Place,Garden Grove city,2017,Annual,81700,78500,3200,4,N,Final
Sub-County Place,Georgetown CDP,2017,Annual,1000,900,100,5.8,N,Final
Sub-County Place,Gilroy city,2017,Annual,29500,28400,1200,3.9,N,Final
Sub-County Place,Glendale city,2017,Annual,103900,99300,4600,4.4,N,Final
Sub-County Place,Glendora city,2017,Annual,26200,25100,1200,4.4,N,Final
Sub-County Place,Glen Ellen CDP,2017,Annual,500,500,0,0,N,Final
Sub-County Place,Golden Hills CDP,2017,Annual,4200,4000,200,4.7,N,Final
Sub-County Place,Gold River CDP,2017,Annual,3400,3300,100,3.5,N,Final
Sub-County Place,Goleta City,2017,Annual,17000,16500,500,3,N,Final
Sub-County Place,Gonzales city,2017,Annual,3900,3800,100,2,N,Final
Sub-County Place,Goshen CDP,2017,Annual,1500,1300,200,11.7,N,Final
Sub-County Place,Graeagle CDP,2017,Annual,260,250,10,4.2,N,Final
Sub-County Place,Grand Terrace city,2017,Annual,6100,5800,300,4.6,N,Final
Sub-County Place,Granite Bay CDP,2017,Annual,10500,10100,400,3.8,N,Final
Sub-County Place,Grass Valley city,2017,Annual,5700,5340,350,6.2,N,Final
Sub-County Place,Graton CDP,2017,Annual,800,700,100,7.3,N,Final
Sub-County Place,Greenfield city,2017,Annual,8000,7300,600,8.1,N,Final
Sub-County Place,Greenhorn CDP,2017,Annual,130,110,20,12.5,N,Final
Sub-County Place,Green Valley CDP,2017,Annual,600,600,0,0,N,Final
Sub-County Place,Greenville CDP,2017,Annual,230,230,10,2.6,N,Final
Sub-County Place,Gridley city,2017,Annual,2800,2600,200,6.7,N,Final
Sub-County Place,Grover Beach city,2017,Annual,6800,6500,200,3.5,N,Final
Sub-County Place,Guadalupe city,2017,Annual,3200,3000,100,4,N,Final
Sub-County Place,Guerneville CDP,2017,Annual,2300,2200,100,3.7,N,Final
Sub-County Place,Gustine city,2017,Annual,2700,2500,300,10.4,N,Final
Sub-County Place,Hacienda Heights CDP,2017,Annual,26200,25300,900,3.6,N,Final
Sub-County Place,Half Moon Bay city,2017,Annual,7600,7500,200,2,N,Final
Sub-County Place,Hamilton Branch CDP,2017,Annual,230,180,50,21.4,N,Final
Sub-County Place,Hamilton City CDP,2017,Annual,940,910,30,3,N,Final
Sub-County Place,Hanford city,2017,Annual,24800,23000,1800,7.4,N,Final
Sub-County Place,Hawaiian Gardens city,2017,Annual,6100,5700,400,6.4,N,Final
Sub-County Place,Hawthorne city,2017,Annual,45000,42900,2100,4.8,N,Final
Sub-County Place,Hayfork CDP,2017,Annual,1170,1150,10,1,N,Final
Sub-County Place,Hayward city,2017,Annual,78000,74900,3100,4,N,Final
Sub-County Place,Healdsburg city,2017,Annual,6100,5900,200,2.9,N,Final
Sub-County Place,Heber CDP,2017,Annual,1800,1300,400,24,N,Final
Sub-County Place,Hemet city,2017,Annual,29100,27100,2000,6.9,N,Final
Sub-County Place,Hercules city,2017,Annual,13800,13300,500,3.6,N,Final
Sub-County Place,Hermosa Beach city,2017,Annual,12600,12400,300,2.2,N,Final
Sub-County Place,Hesperia city,2017,Annual,35100,32900,2200,6.2,N,Final
Sub-County Place,Hidden Hills city,2017,Annual,600,600,0,4,N,Final
Sub-County Place,Hidden Valley Lake CDP,2017,Annual,2960,2900,70,2.2,N,Final
Sub-County Place,Highgrove CDP,2017,Annual,2200,2000,200,9,N,Final
Sub-County Place,Highland city,2017,Annual,24300,23000,1200,5,N,Final
Sub-County Place,Hillsborough town,2017,Annual,5000,4900,100,2.9,N,Final
Sub-County Place,Hilmar Irwin CDP,2017,Annual,2700,2700,100,2.5,N,Final
Sub-County Place,Hollister city,2017,Annual,19300,18000,1300,6.5,N,Final
Sub-County Place,Holtville city,2017,Annual,2500,2000,500,20.7,N,Final
Sub-County Place,Home Garden CDP,2017,Annual,800,700,100,13,N,Final
Sub-County Place,Home Gardens CDP,2017,Annual,5500,5200,200,4,N,Final
Sub-County Place,Homeland CDP,2017,Annual,3000,2800,200,5.7,N,Final
Sub-County Place,Hughson city,2017,Annual,3200,2900,200,7.7,N,Final
Sub-County Place,Huntington Beach city,2017,Annual,108500,104700,3800,3.5,N,Final
Sub-County Place,Huntington Park city,2017,Annual,26800,25400,1300,4.9,N,Final
Sub-County Place,Huron city,2017,Annual,2700,2400,300,9.4,N,Final
Sub-County Place,Hydesville CDP,2017,Annual,500,500,0,1,N,Final
Sub-County Place,Idyllwild Pine Cove CDP,2017,Annual,1300,1300,0,2,N,Final
Sub-County Place,Imperial city,2017,Annual,8000,6800,1200,14.7,N,Final
Sub-County Place,Imperial Beach city,2017,Annual,11900,11300,600,5.2,N,Final
Sub-County Place,Independence CDP,2017,Annual,250,240,10,3.6,N,Final
Sub-County Place,Indian Falls CDP,2017,Annual,0,0,0,0,N,Final
Sub-County Place,Indian Wells city,2017,Annual,1800,1700,100,3,N,Final
Sub-County Place,Indio city,2017,Annual,39800,37200,2600,6.5,N,Final
Sub-County Place,Industry city,2017,Annual,200,100,0,7.6,N,Final
Sub-County Place,Inglewood city,2017,Annual,52900,50000,2900,5.5,N,Final
Sub-County Place,Interlaken CDP,2017,Annual,3200,3100,100,4.6,N,Final
Sub-County Place,Inverness CDP,2017,Annual,600,600,0,0.8,N,Final
Sub-County Place,Inyokern CDP,2017,Annual,300,300,0,0,N,Final
Sub-County Place,Ione city,2017,Annual,1680,1560,120,7.1,N,Final
Sub-County Place,Iron Horse CDP,2017,Annual,180,140,40,20.1,N,Final
Sub-County Place,Irvine city,2017,Annual,143800,139000,4800,3.4,N,Final
Sub-County Place,Irwindale city,2017,Annual,600,600,0,7.4,N,Final
Sub-County Place,Isla Vista CDP,2017,Annual,12900,11600,1300,10.1,N,Final
Sub-County Place,Isleton city,2017,Annual,300,300,0,6.6,N,Final
Sub-County Place,Ivanhoe CDP,2017,Annual,1600,1500,200,10.2,N,Final
Sub-County Place,Jackson city,2017,Annual,2110,2030,90,4,N,Final
Sub-County Place,Jamestown CDP,2017,Annual,1220,1170,50,4.4,N,Final
Sub-County Place,Johannesburg CDP,2017,Annual,0,0,0,0,N,Final
Sub-County Place,Johnsville CDP,2017,Annual,0,0,0,0,N,Final
Sub-County Place,Joshua Tree CDP,2017,Annual,2800,2600,200,7.4,N,Final
Sub-County Place,Jurupa Valley city,2017,Annual,47000,44800,2200,4.7,N,Final
Sub-County Place,Keddie CDP,2017,Annual,30,20,10,28,N,Final
Sub-County Place,Keeler CDP,2017,Annual,0,0,0,0,N,Final
Sub-County Place,Keene CDP,2017,Annual,100,100,0,24.2,N,Final
Sub-County Place,Kelseyville CDP,2017,Annual,1360,1250,110,7.9,N,Final
Sub-County Place,Kennedy CDP,2017,Annual,1300,1200,100,10.5,N,Final
Sub-County Place,Kensington CDP,2017,Annual,2900,2800,100,2,N,Final
Sub-County Place,Kerman city,2017,Annual,6700,6200,500,7.1,N,Final
Sub-County Place,Kernville CDP,2017,Annual,600,600,0,0,N,Final
Sub-County Place,Kettleman City CDP,2017,Annual,800,700,100,8.8,N,Final
Sub-County Place,Keyes CDP,2017,Annual,2600,2300,300,10.1,N,Final
Sub-County Place,King City city,2017,Annual,6300,5800,500,8.1,N,Final
Sub-County Place,Kings Beach CDP,2017,Annual,1900,1800,0,2.3,N,Final
Sub-County Place,Kingsburg city,2017,Annual,5600,5100,400,7.8,N,Final
Sub-County Place,Kirkwood CDP,2017,Annual,60,60,0,0,N,Final
Sub-County Place,Klamath CDP,2017,Annual,280,250,30,11.1,N,Final
Sub-County Place,Knightsen CDP,2017,Annual,700,700,0,4.4,N,Final
Sub-County Place,La Canada Flintridge city,2017,Annual,9700,9500,200,2.1,N,Final
Sub-County Place,La Crescenta Montrose CDP,2017,Annual,10300,10000,300,3,N,Final
Sub-County Place,Ladera Heights CDP,2017,Annual,3600,3400,200,5.7,N,Final
Sub-County Place,Lafayette city,2017,Annual,12600,12200,400,3.2,N,Final
Sub-County Place,Laguna Beach city,2017,Annual,12500,12100,400,3.2,N,Final
Sub-County Place,Laguna Hills city,2017,Annual,17100,16500,600,3.3,N,Final
Sub-County Place,Laguna Niguel city,2017,Annual,35300,34100,1200,3.3,N,Final
Sub-County Place,Laguna Woods city,2017,Annual,3500,3400,100,2.7,N,Final
Sub-County Place,La Habra city,2017,Annual,30800,29700,1100,3.6,N,Final
Sub-County Place,La Habra Heights city,2017,Annual,2500,2400,100,2.3,N,Final
Sub-County Place,Lake Almanor Country Club CDP,2017,Annual,80,80,0,0,N,Final
Sub-County Place,Lake Almanor Peninsula CDP,2017,Annual,90,90,0,0,N,Final
Sub-County Place,Lake Almanor West CDP,2017,Annual,60,50,10,12.1,N,Final
Sub-County Place,Lake Arrowhead CDP,2017,Annual,4800,4600,100,3.1,N,Final
Sub-County Place,Lake Elsinore city,2017,Annual,29300,27900,1400,4.8,N,Final
Sub-County Place,Lake Forest city,2017,Annual,47900,46400,1500,3.2,N,Final
Sub-County Place,Lake Isabella CDP,2017,Annual,1600,1400,200,11.2,N,Final
Sub-County Place,Lakeland Village CDP,2017,Annual,5700,5300,500,8.4,N,Final
Sub-County Place,Lake Los Angeles CDP,2017,Annual,4000,3600,400,8.8,N,Final
Sub-County Place,Lake Nacimiento CDP,2017,Annual,1200,1200,0,2.7,N,Final
Sub-County Place,Lake of the Pines CDP,2017,Annual,2140,2040,100,4.7,N,Final
Sub-County Place,Lake of the Woods CDP,2017,Annual,500,500,0,4.2,N,Final
Sub-County Place,Lakeport city,2017,Annual,2480,2400,90,3.4,N,Final
Sub-County Place,Lakeside CDP,2017,Annual,10600,10100,500,4.4,N,Final
Sub-County Place,Lakeview CDP,2017,Annual,1100,1000,100,6.4,N,Final
Sub-County Place,Lake Wildwood CDP,2017,Annual,2020,2020,0,0,N,Final
Sub-County Place,Lakewood city,2017,Annual,43200,41300,1900,4.5,N,Final
Sub-County Place,La Mesa city,2017,Annual,30500,29300,1200,4,N,Final
Sub-County Place,La Mirada city,2017,Annual,24400,23300,1100,4.5,N,Final
Sub-County Place,Lamont CDP,2017,Annual,7100,6600,500,7.3,N,Final
Sub-County Place,Lanare CDP,2017,Annual,100,100,0,10.1,N,Final
Sub-County Place,Lancaster city,2017,Annual,65200,60800,4400,6.8,N,Final
Sub-County Place,La Palma city,2017,Annual,7900,7700,200,2.9,N,Final
Sub-County Place,La Porte CDP,2017,Annual,0,0,0,0,N,Final
Sub-County Place,La Puente city,2017,Annual,19200,18200,900,4.9,N,Final
Sub-County Place,La Quinta city,2017,Annual,18700,17700,1000,5.2,N,Final
Sub-County Place,La Riviera CDP,2017,Annual,5600,5400,200,3.4,N,Final
Sub-County Place,Larkspur city,2017,Annual,6700,6600,200,2.7,N,Final
Sub-County Place,Las Flores CDP,2017,Annual,2900,2800,100,2.5,N,Final
Sub-County Place,Las Lomas CDP,2017,Annual,2200,2000,200,9.7,N,Final
Sub-County Place,Lathrop city,2017,Annual,9500,8900,600,6.2,N,Final
Sub-County Place,Laton CDP,2017,Annual,800,700,100,10.8,N,Final
Sub-County Place,La Verne city,2017,Annual,16100,15400,700,4.5,N,Final
Sub-County Place,Lawndale city,2017,Annual,16700,16000,700,4.4,N,Final
Sub-County Place,Laytonville CDP,2017,Annual,450,390,60,13.6,N,Final
Sub-County Place,Lebec CDP,2017,Annual,900,700,100,16.5,N,Final
Sub-County Place,Le Grand CDP,2017,Annual,800,700,100,9.6,N,Final
Sub-County Place,Lemon Cove CDP,2017,Annual,100,100,0,14.3,N,Final
Sub-County Place,Lemon Grove city,2017,Annual,12400,11800,600,4.8,N,Final
Sub-County Place,Lemoore city,2017,Annual,12000,11300,800,6.3,N,Final
Sub-County Place,Lemoore Station CDP,2017,Annual,1300,1200,100,9.3,N,Final
Sub-County Place,Lennox CDP,2017,Annual,10600,10000,600,6,N,Final
Sub-County Place,Lenwood CDP,2017,Annual,2100,2100,0,2.1,N,Final
Sub-County Place,Lewiston CDP,2017,Annual,470,450,30,5.3,N,Final
Sub-County Place,Lincoln city,2017,Annual,18800,18000,800,4.3,N,Final
Sub-County Place,Lincoln Village CDP,2017,Annual,2200,2000,200,9.5,N,Final
Sub-County Place,Linda CDP,2017,Annual,6900,6300,600,9.2,N,Final
Sub-County Place,Linden CDP,2017,Annual,1200,1100,0,3.2,N,Final
Sub-County Place,Lindsay city,2017,Annual,5600,5000,600,10.5,N,Final
Sub-County Place,Little Grass Valley CDP,2017,Annual,0,0,0,0,N,Final
Sub-County Place,Littlerock CDP,2017,Annual,500,500,0,7,N,Final
Sub-County Place,Live Oak CDP,2017,Annual,9200,8900,300,3.8,N,Final
Sub-County Place,Live Oak city,2017,Annual,3800,3600,300,7.3,N,Final
Sub-County Place,Livermore city,2017,Annual,48200,46700,1500,3.1,N,Final
Sub-County Place,Livingston city,2017,Annual,6700,6300,400,6,N,Final
Sub-County Place,Lockeford CDP,2017,Annual,1500,1400,100,5.5,N,Final
Sub-County Place,Lodi city,2017,Annual,29300,27400,2000,6.7,N,Final
Sub-County Place,Loma Linda city,2017,Annual,11200,10900,300,3,N,Final
Sub-County Place,Loma Rica CDP,2017,Annual,1000,1000,0,2.5,N,Final
Sub-County Place,Lomita city,2017,Annual,11500,11000,500,4.1,N,Final
Sub-County Place,Lompoc city,2017,Annual,17400,16300,1100,6.1,N,Final
Sub-County Place,London CDP,2017,Annual,700,600,100,19.1,N,Final
Sub-County Place,Lone Pine CDP,2017,Annual,810,770,40,4.9,N,Final
Sub-County Place,Long Beach city,2017,Annual,238900,227200,11700,4.9,N,Final
Sub-County Place,Loomis town,2017,Annual,3100,2900,200,5.1,N,Final
Sub-County Place,Los Alamitos city,2017,Annual,5700,5500,200,3.8,N,Final
Sub-County Place,Los Alamos CDP,2017,Annual,700,700,0,6.4,N,Final
Sub-County Place,Los Altos city,2017,Annual,14700,14200,400,3,N,Final
Sub-County Place,Los Angeles city,2017,Annual,2069500,1969500,100000,4.8,N,Final
Sub-County Place,Los Banos city,2017,Annual,16700,14800,1900,11.5,N,Final
Sub-County Place,Los Gatos town,2017,Annual,16000,15400,500,3.3,N,Final
Sub-County Place,Los Molinos CDP,2017,Annual,760,720,50,6.2,N,Final
Sub-County Place,Lost Hills CDP,2017,Annual,900,900,0,4.4,N,Final
Sub-County Place,Lower Lake CDP,2017,Annual,660,640,30,4.1,N,Final
Sub-County Place,Loyalton city,2017,Annual,410,380,30,6.8,N,Final
Sub-County Place,Lucerne CDP,2017,Annual,1360,1280,80,6.2,N,Final
Sub-County Place,Lynwood city,2017,Annual,28700,27000,1600,5.7,N,Final
Sub-County Place,McCloud CDP,2017,Annual,400,350,40,10.9,N,Final
Sub-County Place,McFarland city,2017,Annual,5500,4800,700,12.1,N,Final
Sub-County Place,McKinleyville CDP,2017,Annual,8000,7600,300,4,N,Final
Sub-County Place,McKittrick CDP,2017,Annual,100,0,0,17.9,N,Final
Sub-County Place,Madera city,2017,Annual,27400,24900,2400,8.9,N,Final
Sub-County Place,Madera Acres CDP,2017,Annual,4900,4700,300,5.4,N,Final
Sub-County Place,Magalia CDP,2017,Annual,4600,4400,300,5.4,N,Final
Sub-County Place,Malibu city,2017,Annual,6600,6400,200,2.9,N,Final
Sub-County Place,Mammoth Lakes town,2017,Annual,5520,5460,60,1.2,N,Final
Sub-County Place,Manhattan Beach city,2017,Annual,19900,19200,700,3.6,N,Final
Sub-County Place,Manteca city,2017,Annual,36400,34400,2000,5.5,N,Final
Sub-County Place,Manton CDP,2017,Annual,120,110,10,4.2,N,Final
Sub-County Place,March AFB CDP,2017,Annual,300,300,0,5.3,N,Final
Sub-County Place,Maricopa city,2017,Annual,300,300,0,13.9,N,Final
Sub-County Place,Marina city,2017,Annual,12300,11800,400,3.6,N,Final
Sub-County Place,Marina del Rey CDP,2017,Annual,7100,6900,200,3.1,N,Final
Sub-County Place,Mariposa CDP,2017,Annual,620,600,10,2.3,N,Final
Sub-County Place,Markleeville CDP,2017,Annual,60,60,0,0,N,Final
Sub-County Place,Martinez city,2017,Annual,20500,19800,700,3.6,N,Final
Sub-County Place,Marysville city,2017,Annual,4700,4300,500,9.7,N,Final
Sub-County Place,Mayflower Village CDP,2017,Annual,3100,3000,100,3.5,N,Final
Sub-County Place,Maywood city,2017,Annual,12500,11900,600,4.7,N,Final
Sub-County Place,Meadow Valley CDP,2017,Annual,210,170,40,19.5,N,Final
Sub-County Place,Meadow Vista CDP,2017,Annual,1600,1500,100,3.5,N,Final
Sub-County Place,Mecca CDP,2017,Annual,3300,3200,200,5.3,N,Final
Sub-County Place,Meiners Oaks CDP,2017,Annual,1800,1800,0,2.4,N,Final
Sub-County Place,Mendocino CDP,2017,Annual,380,380,0,0,N,Final
Sub-County Place,Mendota city,2017,Annual,5100,4100,1000,19.5,N,Final
Sub-County Place,Menifee City,2017,Annual,37900,36000,1900,5,N,Final
Sub-County Place,Menlo Park city,2017,Annual,19300,18800,500,2.5,N,Final
Sub-County Place,Mentone CDP,2017,Annual,5100,4900,200,4.5,N,Final
Sub-County Place,Merced city,2017,Annual,34100,31400,2600,7.7,N,Final
Sub-County Place,Mesa CDP,2017,Annual,160,150,10,5.1,N,Final
Sub-County Place,Mesa Vista CDP,2017,Annual,100,80,20,18.4,N,Final
