CALENDAR_YEAR,COC_ID,COC_NAME,RACE,EXPERIENCING_HOMELESSNESS
2018,CA-517,Napa County CoC,Unknown,*
2018,CA-517,Napa County CoC,White,750
2018,CA-518,Solano County CoC,"American Indian, Alaska Native, or Indigenous",41
2018,CA-518,Solano County CoC,Asian or Asian American,*
2018,CA-518,Solano County CoC,"Black, African American, or African",384
2018,CA-518,Solano County CoC,Multiple Races,81
2018,CA-518,Solano County CoC,Native Hawaiian or Pacific Islander,17
2018,CA-518,Solano County CoC,Unknown,38
2018,CA-518,Solano County CoC,White,360
2018,CA-519,Butte County CoC,"American Indian, Alaska Native, or Indigenous",52
2018,CA-519,Butte County CoC,Asian or Asian American,*
2018,CA-519,Butte County CoC,"Black, African American, or African",123
2018,CA-519,Butte County CoC,Multiple Races,97
2018,CA-519,Butte County CoC,Native Hawaiian or Pacific Islander,*
2018,CA-519,Butte County CoC,Unknown,*
2018,CA-519,Butte County CoC,White,1187
2018,CA-520,Merced County CoC,"American Indian, Alaska Native, or Indigenous",28
2018,CA-520,Merced County CoC,Asian or Asian American,*
2018,CA-520,Merced County CoC,"Black, African American, or African",186
2018,CA-520,Merced County CoC,Multiple Races,25
2018,CA-520,Merced County CoC,Native Hawaiian or Pacific Islander,*
2018,CA-520,Merced County CoC,Unknown,*
2018,CA-520,Merced County CoC,White,641
2018,CA-521,Yolo County CoC,"American Indian, Alaska Native, or Indigenous",57
2018,CA-521,Yolo County CoC,Asian or Asian American,*
2018,CA-521,Yolo County CoC,"Black, African American, or African",202
2018,CA-521,Yolo County CoC,Multiple Races,67
2018,CA-521,Yolo County CoC,Native Hawaiian or Pacific Islander,*
2018,CA-521,Yolo County CoC,Unknown,30
2018,CA-521,Yolo County CoC,White,573
2018,CA-522,Humboldt County CoC,"American Indian, Alaska Native, or Indigenous",89
2018,CA-522,Humboldt County CoC,Asian or Asian American,*
2018,CA-522,Humboldt County CoC,"Black, African American, or African",59
2018,CA-522,Humboldt County CoC,Multiple Races,117
2018,CA-522,Humboldt County CoC,Native Hawaiian or Pacific Islander,*
2018,CA-522,Humboldt County CoC,Unknown,82
2018,CA-522,Humboldt County CoC,White,716
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC","American Indian, Alaska Native, or Indigenous",30
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",Asian or Asian American,*
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC","Black, African American, or African",13
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",Multiple Races,*
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",Native Hawaiian or Pacific Islander,*
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",White,284
2018,CA-524,"Yuba, Sutter Counties CoC",White,*
2018,CA-525,El Dorado County CoC,"American Indian, Alaska Native, or Indigenous",*
2018,CA-525,El Dorado County CoC,Asian or Asian American,*
2018,CA-525,El Dorado County CoC,"Black, African American, or African",15
2018,CA-525,El Dorado County CoC,Multiple Races,15
2018,CA-525,El Dorado County CoC,Native Hawaiian or Pacific Islander,*
2018,CA-525,El Dorado County CoC,Unknown,23
2018,CA-525,El Dorado County CoC,White,188
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous",12
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Asian or Asian American,*
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African",26
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Multiple Races,27
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Native Hawaiian or Pacific Islander,*
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",White,349
2018,CA-527,Tehama County CoC,"American Indian, Alaska Native, or Indigenous",24
2018,CA-527,Tehama County CoC,Asian or Asian American,*
2018,CA-527,Tehama County CoC,"Black, African American, or African",*
2018,CA-527,Tehama County CoC,Multiple Races,26
2018,CA-527,Tehama County CoC,Native Hawaiian or Pacific Islander,*
2018,CA-527,Tehama County CoC,Unknown,*
2018,CA-527,Tehama County CoC,White,349
2018,CA-529,Lake County CoC,"Black, African American, or African",*
2018,CA-529,Lake County CoC,Multiple Races,14
2018,CA-529,Lake County CoC,Native Hawaiian or Pacific Islander,*
2018,CA-529,Lake County CoC,White,71
2018,CA-530,"Alpine, Inyo, Mono Counties CoC","American Indian, Alaska Native, or Indigenous",37
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",Asian or Asian American,*
2018,CA-530,"Alpine, Inyo, Mono Counties CoC","Black, African American, or African",*
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",Multiple Races,*
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",Native Hawaiian or Pacific Islander,*
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",Unknown,*
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",White,157
2018,CA-531,Nevada County CoC,"American Indian, Alaska Native, or Indigenous",*
2018,CA-531,Nevada County CoC,Asian or Asian American,*
2018,CA-531,Nevada County CoC,"Black, African American, or African",*
2018,CA-531,Nevada County CoC,Multiple Races,57
2018,CA-531,Nevada County CoC,Native Hawaiian or Pacific Islander,*
2018,CA-531,Nevada County CoC,Unknown,*
2018,CA-531,Nevada County CoC,White,471
2018,CA-600,Los Angeles County CoC,"American Indian, Alaska Native, or Indigenous",1002
2018,CA-600,Los Angeles County CoC,Asian or Asian American,836
2018,CA-600,Los Angeles County CoC,"Black, African American, or African",31913
2018,CA-600,Los Angeles County CoC,Multiple Races,1756
2018,CA-600,Los Angeles County CoC,Native Hawaiian or Pacific Islander,527
2018,CA-600,Los Angeles County CoC,Unknown,5301
2018,CA-600,Los Angeles County CoC,White,33682
2018,CA-601,San Diego County CoC,"American Indian, Alaska Native, or Indigenous",278
2018,CA-601,San Diego County CoC,Asian or Asian American,220
2018,CA-601,San Diego County CoC,"Black, African American, or African",4261
2018,CA-601,San Diego County CoC,Multiple Races,872
2018,CA-601,San Diego County CoC,Native Hawaiian or Pacific Islander,169
2018,CA-601,San Diego County CoC,Unknown,253
2018,CA-601,San Diego County CoC,White,9135
2018,CA-602,Orange County CoC,"American Indian, Alaska Native, or Indigenous",620
2018,CA-602,Orange County CoC,Asian or Asian American,290
2018,CA-602,Orange County CoC,"Black, African American, or African",1601
2018,CA-602,Orange County CoC,Multiple Races,464
2018,CA-602,Orange County CoC,Native Hawaiian or Pacific Islander,177
2018,CA-602,Orange County CoC,Unknown,473
2018,CA-602,Orange County CoC,White,8403
2018,CA-603,Santa Barbara County CoC,"American Indian, Alaska Native, or Indigenous",99
2018,CA-603,Santa Barbara County CoC,Asian or Asian American,12
2018,CA-603,Santa Barbara County CoC,"Black, African American, or African",206
2018,CA-603,Santa Barbara County CoC,Multiple Races,117
2018,CA-603,Santa Barbara County CoC,Native Hawaiian or Pacific Islander,14
2018,CA-603,Santa Barbara County CoC,Unknown,147
2018,CA-603,Santa Barbara County CoC,White,2075
2018,CA-604,Kern County CoC,"American Indian, Alaska Native, or Indigenous",86
2018,CA-604,Kern County CoC,Asian or Asian American,12
2018,CA-604,Kern County CoC,"Black, African American, or African",1378
2018,CA-604,Kern County CoC,Multiple Races,98
2018,CA-604,Kern County CoC,Native Hawaiian or Pacific Islander,33
2018,CA-604,Kern County CoC,Unknown,*
2018,CA-604,Kern County CoC,White,3217
2018,CA-606,Long Beach CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",40
2018,CA-606,Long Beach CoC (Los Angeles County),Asian or Asian American,55
2018,CA-606,Long Beach CoC (Los Angeles County),"Black, African American, or African",1304
2018,CA-606,Long Beach CoC (Los Angeles County),Multiple Races,116
2018,CA-606,Long Beach CoC (Los Angeles County),Native Hawaiian or Pacific Islander,40
2018,CA-606,Long Beach CoC (Los Angeles County),Unknown,*
2018,CA-606,Long Beach CoC (Los Angeles County),White,1161
2018,CA-607,Pasadena CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",29
2018,CA-607,Pasadena CoC (Los Angeles County),Asian or Asian American,29
2018,CA-607,Pasadena CoC (Los Angeles County),"Black, African American, or African",447
2018,CA-607,Pasadena CoC (Los Angeles County),Multiple Races,52
2018,CA-607,Pasadena CoC (Los Angeles County),Native Hawaiian or Pacific Islander,29
2018,CA-607,Pasadena CoC (Los Angeles County),Unknown,66
2018,CA-607,Pasadena CoC (Los Angeles County),White,707
2018,CA-608,Riverside County CoC,"American Indian, Alaska Native, or Indigenous",166
2018,CA-608,Riverside County CoC,Asian or Asian American,68
2018,CA-608,Riverside County CoC,"Black, African American, or African",1693
2018,CA-608,Riverside County CoC,Multiple Races,192
2018,CA-608,Riverside County CoC,Native Hawaiian or Pacific Islander,63
2018,CA-608,Riverside County CoC,Unknown,55
2018,CA-608,Riverside County CoC,White,4922
2018,CA-609,San Bernardino County CoC,"American Indian, Alaska Native, or Indigenous",109
2018,CA-609,San Bernardino County CoC,Asian or Asian American,60
2018,CA-609,San Bernardino County CoC,"Black, African American, or African",3288
2018,CA-609,San Bernardino County CoC,Multiple Races,269
2018,CA-609,San Bernardino County CoC,Native Hawaiian or Pacific Islander,76
2018,CA-609,San Bernardino County CoC,Unknown,*
2018,CA-609,San Bernardino County CoC,White,3819
2018,CA-611,Ventura County CoC,"American Indian, Alaska Native, or Indigenous",24
2018,CA-611,Ventura County CoC,Asian or Asian American,17
2018,CA-611,Ventura County CoC,"Black, African American, or African",133
2018,CA-611,Ventura County CoC,Multiple Races,113
2018,CA-611,Ventura County CoC,Native Hawaiian or Pacific Islander,14
2018,CA-611,Ventura County CoC,Unknown,16
2018,CA-611,Ventura County CoC,White,1420
2018,CA-612,Glendale CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",*
2018,CA-612,Glendale CoC (Los Angeles County),Asian or Asian American,*
2018,CA-612,Glendale CoC (Los Angeles County),"Black, African American, or African",98
2018,CA-612,Glendale CoC (Los Angeles County),Multiple Races,23
2018,CA-612,Glendale CoC (Los Angeles County),Native Hawaiian or Pacific Islander,*
2018,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2018,CA-612,Glendale CoC (Los Angeles County),White,227
2018,CA-613,Imperial County CoC,"American Indian, Alaska Native, or Indigenous",*
2018,CA-613,Imperial County CoC,"Black, African American, or African",41
2018,CA-613,Imperial County CoC,Multiple Races,*
2018,CA-613,Imperial County CoC,Native Hawaiian or Pacific Islander,*
2018,CA-613,Imperial County CoC,Unknown,*
2018,CA-613,Imperial County CoC,White,804
2018,CA-614,San Luis Obispo County CoC,"American Indian, Alaska Native, or Indigenous",53
2018,CA-614,San Luis Obispo County CoC,Asian or Asian American,*
2018,CA-614,San Luis Obispo County CoC,"Black, African American, or African",88
2018,CA-614,San Luis Obispo County CoC,Multiple Races,95
2018,CA-614,San Luis Obispo County CoC,Native Hawaiian or Pacific Islander,19
2018,CA-614,San Luis Obispo County CoC,Unknown,123
2018,CA-614,San Luis Obispo County CoC,White,1419
2019,All,California,"American Indian, Alaska Native, or Indigenous",6568
2019,All,California,Asian or Asian American,3837
2019,All,California,"Black, African American, or African",74189
2019,All,California,Multiple Races,10536
2019,All,California,Native Hawaiian or Pacific Islander,2993
2019,All,California,Unknown,9380
2019,All,California,White,130520
2019,CA-500,Santa Clara County CoC,"American Indian, Alaska Native, or Indigenous",644
2019,CA-500,Santa Clara County CoC,Asian or Asian American,525
2019,CA-500,Santa Clara County CoC,"Black, African American, or African",1919
2019,CA-500,Santa Clara County CoC,Multiple Races,776
2019,CA-500,Santa Clara County CoC,Native Hawaiian or Pacific Islander,231
2019,CA-500,Santa Clara County CoC,Unknown,465
2019,CA-500,Santa Clara County CoC,White,7303
2019,CA-501,San Francisco CoC,"American Indian, Alaska Native, or Indigenous",458
2019,CA-501,San Francisco CoC,Asian or Asian American,267
2019,CA-501,San Francisco CoC,"Black, African American, or African",3208
2019,CA-501,San Francisco CoC,Multiple Races,493
2019,CA-501,San Francisco CoC,Native Hawaiian or Pacific Islander,233
2019,CA-501,San Francisco CoC,Unknown,809
2019,CA-501,San Francisco CoC,White,2578
2019,CA-502,Alameda County CoC,"American Indian, Alaska Native, or Indigenous",317
2019,CA-502,Alameda County CoC,Asian or Asian American,180
2019,CA-502,Alameda County CoC,"Black, African American, or African",4340
2019,CA-502,Alameda County CoC,Multiple Races,566
2019,CA-502,Alameda County CoC,Native Hawaiian or Pacific Islander,155
2019,CA-502,Alameda County CoC,Unknown,46
2019,CA-502,Alameda County CoC,White,1952
2019,CA-503,Sacramento County CoC,"American Indian, Alaska Native, or Indigenous",239
2019,CA-503,Sacramento County CoC,Asian or Asian American,142
2019,CA-503,Sacramento County CoC,"Black, African American, or African",4996
2019,CA-503,Sacramento County CoC,Multiple Races,865
2019,CA-503,Sacramento County CoC,Native Hawaiian or Pacific Islander,142
2019,CA-503,Sacramento County CoC,Unknown,70
2019,CA-503,Sacramento County CoC,White,4442
2019,CA-504,Sonoma County CoC,"American Indian, Alaska Native, or Indigenous",393
2019,CA-504,Sonoma County CoC,Asian or Asian American,33
2019,CA-504,Sonoma County CoC,"Black, African American, or African",278
2019,CA-504,Sonoma County CoC,Multiple Races,329
2019,CA-504,Sonoma County CoC,Native Hawaiian or Pacific Islander,57
2019,CA-504,Sonoma County CoC,Unknown,54
2019,CA-504,Sonoma County CoC,White,2685
2019,CA-505,Contra Costa County CoC,"American Indian, Alaska Native, or Indigenous",388
2019,CA-505,Contra Costa County CoC,Asian or Asian American,92
2019,CA-505,Contra Costa County CoC,"Black, African American, or African",2323
2019,CA-505,Contra Costa County CoC,Multiple Races,371
2019,CA-505,Contra Costa County CoC,Native Hawaiian or Pacific Islander,115
2019,CA-505,Contra Costa County CoC,Unknown,124
2019,CA-505,Contra Costa County CoC,White,2396
2019,CA-506,"Monterey, San Benito Counties CoC","American Indian, Alaska Native, or Indigenous",43
2019,CA-506,"Monterey, San Benito Counties CoC",Asian or Asian American,*
2019,CA-506,"Monterey, San Benito Counties CoC","Black, African American, or African",87
2019,CA-506,"Monterey, San Benito Counties CoC",Multiple Races,35
2019,CA-506,"Monterey, San Benito Counties CoC",Native Hawaiian or Pacific Islander,20
2019,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2019,CA-506,"Monterey, San Benito Counties CoC",White,782
2019,CA-507,Marin County CoC,"American Indian, Alaska Native, or Indigenous",26
2019,CA-507,Marin County CoC,Asian or Asian American,25
2019,CA-507,Marin County CoC,"Black, African American, or African",283
2019,CA-507,Marin County CoC,Multiple Races,55
2019,CA-507,Marin County CoC,Native Hawaiian or Pacific Islander,15
2019,CA-507,Marin County CoC,Unknown,71
2019,CA-507,Marin County CoC,White,737
2019,CA-508,Santa Cruz County CoC,"American Indian, Alaska Native, or Indigenous",138
2019,CA-508,Santa Cruz County CoC,Asian or Asian American,16
2019,CA-508,Santa Cruz County CoC,"Black, African American, or African",113
2019,CA-508,Santa Cruz County CoC,Multiple Races,133
2019,CA-508,Santa Cruz County CoC,Native Hawaiian or Pacific Islander,28
2019,CA-508,Santa Cruz County CoC,Unknown,115
2019,CA-508,Santa Cruz County CoC,White,1892
2019,CA-509,Mendocino County CoC,"American Indian, Alaska Native, or Indigenous",73
2019,CA-509,Mendocino County CoC,Asian or Asian American,*
2019,CA-509,Mendocino County CoC,"Black, African American, or African",21
2019,CA-509,Mendocino County CoC,Multiple Races,37
2019,CA-509,Mendocino County CoC,Native Hawaiian or Pacific Islander,12
2019,CA-509,Mendocino County CoC,Unknown,29
2019,CA-509,Mendocino County CoC,White,557
2019,CA-510,Stanislaus County CoC,"American Indian, Alaska Native, or Indigenous",127
2019,CA-510,Stanislaus County CoC,Asian or Asian American,83
2019,CA-510,Stanislaus County CoC,"Black, African American, or African",872
2019,CA-510,Stanislaus County CoC,Multiple Races,537
2019,CA-510,Stanislaus County CoC,Native Hawaiian or Pacific Islander,59
2019,CA-510,Stanislaus County CoC,White,4555
2019,CA-511,San Joaquin County CoC,"American Indian, Alaska Native, or Indigenous",150
2019,CA-511,San Joaquin County CoC,Asian or Asian American,224
2019,CA-511,San Joaquin County CoC,"Black, African American, or African",3739
2019,CA-511,San Joaquin County CoC,Multiple Races,817
2019,CA-511,San Joaquin County CoC,Native Hawaiian or Pacific Islander,134
2019,CA-511,San Joaquin County CoC,Unknown,113
2019,CA-511,San Joaquin County CoC,White,5857
2019,CA-512,San Mateo County CoC,"American Indian, Alaska Native, or Indigenous",216
2019,CA-512,San Mateo County CoC,Asian or Asian American,203
2019,CA-512,San Mateo County CoC,"Black, African American, or African",797
2019,CA-512,San Mateo County CoC,Multiple Races,185
2019,CA-512,San Mateo County CoC,Native Hawaiian or Pacific Islander,360
2019,CA-512,San Mateo County CoC,Unknown,48
2019,CA-512,San Mateo County CoC,White,2649
2019,CA-513,"Kings, Tulare Counties CoC","American Indian, Alaska Native, or Indigenous",123
2019,CA-513,"Kings, Tulare Counties CoC",Asian or Asian American,26
2019,CA-513,"Kings, Tulare Counties CoC","Black, African American, or African",414
2019,CA-513,"Kings, Tulare Counties CoC",Multiple Races,84
2019,CA-513,"Kings, Tulare Counties CoC",Native Hawaiian or Pacific Islander,47
2019,CA-513,"Kings, Tulare Counties CoC",Unknown,54
2019,CA-513,"Kings, Tulare Counties CoC",White,2768
2019,CA-514,"Fresno, Madera Counties CoC","American Indian, Alaska Native, or Indigenous",84
2019,CA-514,"Fresno, Madera Counties CoC",Asian or Asian American,45
2019,CA-514,"Fresno, Madera Counties CoC","Black, African American, or African",630
2019,CA-514,"Fresno, Madera Counties CoC",Multiple Races,124
2019,CA-514,"Fresno, Madera Counties CoC",Native Hawaiian or Pacific Islander,*
2019,CA-514,"Fresno, Madera Counties CoC",Unknown,28
2019,CA-514,"Fresno, Madera Counties CoC",White,1702
2019,CA-515,Placer County CoC,"American Indian, Alaska Native, or Indigenous",60
2019,CA-515,Placer County CoC,Asian or Asian American,22
2019,CA-515,Placer County CoC,"Black, African American, or African",136
2019,CA-515,Placer County CoC,Multiple Races,180
2019,CA-515,Placer County CoC,Native Hawaiian or Pacific Islander,*
2019,CA-515,Placer County CoC,Unknown,41
2019,CA-515,Placer County CoC,White,1239
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","American Indian, Alaska Native, or Indigenous",28
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Asian or Asian American,*
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Black, African American, or African",40
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Multiple Races,85
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Native Hawaiian or Pacific Islander,*
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,172
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",White,524
2019,CA-517,Napa County CoC,"American Indian, Alaska Native, or Indigenous",79
2019,CA-517,Napa County CoC,Asian or Asian American,*
2019,CA-517,Napa County CoC,"Black, African American, or African",46
2019,CA-517,Napa County CoC,Multiple Races,30
2019,CA-517,Napa County CoC,Native Hawaiian or Pacific Islander,25
2019,CA-517,Napa County CoC,Unknown,*
2019,CA-517,Napa County CoC,White,734
2019,CA-518,Solano County CoC,"American Indian, Alaska Native, or Indigenous",28
2019,CA-518,Solano County CoC,Asian or Asian American,*
2019,CA-518,Solano County CoC,"Black, African American, or African",467
2019,CA-518,Solano County CoC,Multiple Races,125
2019,CA-518,Solano County CoC,Native Hawaiian or Pacific Islander,26
2019,CA-518,Solano County CoC,Unknown,13
2019,CA-518,Solano County CoC,White,511
2019,CA-519,Butte County CoC,"American Indian, Alaska Native, or Indigenous",72
2019,CA-519,Butte County CoC,Asian or Asian American,16
2019,CA-519,Butte County CoC,"Black, African American, or African",134
2019,CA-519,Butte County CoC,Multiple Races,115
2019,CA-519,Butte County CoC,Native Hawaiian or Pacific Islander,*
2019,CA-519,Butte County CoC,Unknown,12
2019,CA-519,Butte County CoC,White,1389
2019,CA-520,Merced County CoC,"American Indian, Alaska Native, or Indigenous",170
2019,CA-520,Merced County CoC,Asian or Asian American,71
2019,CA-520,Merced County CoC,"Black, African American, or African",551
2019,CA-520,Merced County CoC,Multiple Races,166
2019,CA-520,Merced County CoC,Native Hawaiian or Pacific Islander,21
2019,CA-520,Merced County CoC,Unknown,*
2019,CA-520,Merced County CoC,White,2143
2019,CA-521,Yolo County CoC,"American Indian, Alaska Native, or Indigenous",60
2019,CA-521,Yolo County CoC,Asian or Asian American,*
2019,CA-521,Yolo County CoC,"Black, African American, or African",269
2019,CA-521,Yolo County CoC,Multiple Races,65
2019,CA-521,Yolo County CoC,Native Hawaiian or Pacific Islander,13
2019,CA-521,Yolo County CoC,Unknown,48
2019,CA-521,Yolo County CoC,White,729
2019,CA-522,Humboldt County CoC,"American Indian, Alaska Native, or Indigenous",103
2019,CA-522,Humboldt County CoC,Asian or Asian American,*
2019,CA-522,Humboldt County CoC,"Black, African American, or African",77
2019,CA-522,Humboldt County CoC,Multiple Races,133
2019,CA-522,Humboldt County CoC,Native Hawaiian or Pacific Islander,13
2019,CA-522,Humboldt County CoC,Unknown,306
2019,CA-522,Humboldt County CoC,White,977
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC","American Indian, Alaska Native, or Indigenous",20
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Asian or Asian American,*
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC","Black, African American, or African",12
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Multiple Races,*
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Native Hawaiian or Pacific Islander,*
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,12
2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",White,335
2019,CA-524,"Yuba, Sutter Counties CoC","American Indian, Alaska Native, or Indigenous",*
2019,CA-524,"Yuba, Sutter Counties CoC","Black, African American, or African",*
2019,CA-524,"Yuba, Sutter Counties CoC",Unknown,*
2019,CA-524,"Yuba, Sutter Counties CoC",White,24
2019,CA-525,El Dorado County CoC,"American Indian, Alaska Native, or Indigenous",*
2019,CA-525,El Dorado County CoC,Asian or Asian American,*
2019,CA-525,El Dorado County CoC,"Black, African American, or African",12
2019,CA-525,El Dorado County CoC,Multiple Races,15
2019,CA-525,El Dorado County CoC,Native Hawaiian or Pacific Islander,*
2019,CA-525,El Dorado County CoC,Unknown,*
2019,CA-525,El Dorado County CoC,White,181
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous",*
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Asian or Asian American,*
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African",26
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Multiple Races,32
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Native Hawaiian or Pacific Islander,*
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,*
2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",White,322
2019,CA-527,Tehama County CoC,"American Indian, Alaska Native, or Indigenous",21
2019,CA-527,Tehama County CoC,Asian or Asian American,*
2019,CA-527,Tehama County CoC,"Black, African American, or African",12
2019,CA-527,Tehama County CoC,Multiple Races,16
2019,CA-527,Tehama County CoC,Native Hawaiian or Pacific Islander,*
2019,CA-527,Tehama County CoC,Unknown,*
2019,CA-527,Tehama County CoC,White,314
2019,CA-529,Lake County CoC,"American Indian, Alaska Native, or Indigenous",16
2019,CA-529,Lake County CoC,Asian or Asian American,*
2019,CA-529,Lake County CoC,"Black, African American, or African",*
2019,CA-529,Lake County CoC,Multiple Races,22
2019,CA-529,Lake County CoC,Native Hawaiian or Pacific Islander,*
2019,CA-529,Lake County CoC,White,201
2019,CA-530,"Alpine, Inyo, Mono Counties CoC","American Indian, Alaska Native, or Indigenous",16
2019,CA-530,"Alpine, Inyo, Mono Counties CoC","Black, African American, or African",*
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",Multiple Races,*
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",Native Hawaiian or Pacific Islander,*
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",Unknown,*
2019,CA-530,"Alpine, Inyo, Mono Counties CoC",White,128
2019,CA-531,Nevada County CoC,"American Indian, Alaska Native, or Indigenous",*
2019,CA-531,Nevada County CoC,Asian or Asian American,*
2019,CA-531,Nevada County CoC,"Black, African American, or African",*
2019,CA-531,Nevada County CoC,Multiple Races,54
2019,CA-531,Nevada County CoC,Native Hawaiian or Pacific Islander,*
2019,CA-531,Nevada County CoC,Unknown,*
2019,CA-531,Nevada County CoC,White,529
2019,CA-600,Los Angeles County CoC,"American Indian, Alaska Native, or Indigenous",1210
2019,CA-600,Los Angeles County CoC,Asian or Asian American,1006
2019,CA-600,Los Angeles County CoC,"Black, African American, or African",35149
2019,CA-600,Los Angeles County CoC,Multiple Races,1898
2019,CA-600,Los Angeles County CoC,Native Hawaiian or Pacific Islander,662
2019,CA-600,Los Angeles County CoC,Unknown,5788
2019,CA-600,Los Angeles County CoC,White,40459
2019,CA-601,San Diego County CoC,"American Indian, Alaska Native, or Indigenous",300
2019,CA-601,San Diego County CoC,Asian or Asian American,293
2019,CA-601,San Diego County CoC,"Black, African American, or African",4396
2019,CA-601,San Diego County CoC,Multiple Races,782
2019,CA-601,San Diego County CoC,Native Hawaiian or Pacific Islander,185
2019,CA-601,San Diego County CoC,Unknown,457
2019,CA-601,San Diego County CoC,White,9734
2019,CA-602,Orange County CoC,"American Indian, Alaska Native, or Indigenous",416
2019,CA-602,Orange County CoC,Asian or Asian American,333
2019,CA-602,Orange County CoC,"Black, African American, or African",1713
2019,CA-602,Orange County CoC,Multiple Races,470
2019,CA-602,Orange County CoC,Native Hawaiian or Pacific Islander,166
2019,CA-602,Orange County CoC,Unknown,147
2019,CA-602,Orange County CoC,White,9161
2019,CA-603,Santa Barbara County CoC,"American Indian, Alaska Native, or Indigenous",119
2019,CA-603,Santa Barbara County CoC,Asian or Asian American,12
2019,CA-603,Santa Barbara County CoC,"Black, African American, or African",233
2019,CA-603,Santa Barbara County CoC,Multiple Races,149
2019,CA-603,Santa Barbara County CoC,Native Hawaiian or Pacific Islander,16
2019,CA-603,Santa Barbara County CoC,Unknown,38
2019,CA-603,Santa Barbara County CoC,White,2218
2019,CA-604,Kern County CoC,"American Indian, Alaska Native, or Indigenous",105
2019,CA-604,Kern County CoC,Asian or Asian American,25
2019,CA-604,Kern County CoC,"Black, African American, or African",1508
2019,CA-604,Kern County CoC,Multiple Races,172
2019,CA-604,Kern County CoC,Native Hawaiian or Pacific Islander,36
2019,CA-604,Kern County CoC,Unknown,*
2019,CA-604,Kern County CoC,White,3274
2019,CA-606,Long Beach CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",36
2019,CA-606,Long Beach CoC (Los Angeles County),Asian or Asian American,53
2019,CA-606,Long Beach CoC (Los Angeles County),"Black, African American, or African",1575
2019,CA-606,Long Beach CoC (Los Angeles County),Multiple Races,127
2019,CA-606,Long Beach CoC (Los Angeles County),Native Hawaiian or Pacific Islander,50
2019,CA-606,Long Beach CoC (Los Angeles County),Unknown,37
2019,CA-606,Long Beach CoC (Los Angeles County),White,1357
